filename,true,predicted,probabilities
/content/dataset grape disease/Black Rot/edd4a96a-0194-4e62-b9e5-091c066a004b___FAM_B.Rot 3162.JPG,1,1,"[7.181114833635857e-15, 1.0, 5.712738015972718e-08, 1.2616587774516574e-08]"
/content/dataset grape disease/Black Rot/9ae7351b-f18a-4075-b94f-be8795dce75a___FAM_B.Rot 5067.JPG,1,1,"[1.5118548774006868e-12, 0.9987438321113586, 2.236053660453763e-05, 0.0012338479282334447]"
/content/dataset grape disease/Healthy/a4158d4f-b9f2-49e8-8dbe-02c619685624___Mt.N.V_HL 6042_90deg.JPG,0,0,"[0.9999998807907104, 1.3621391303786368e-07, 1.540568887736793e-11, 3.430878692256556e-08]"
/content/dataset grape disease/Black Rot/e29baf50-9da1-4e4f-b5dc-477deb1a0d25___FAM_B.Rot 0571.JPG,1,1,"[9.723516412071635e-15, 0.9999997615814209, 2.544650783420366e-07, 1.1455442844310326e-10]"
/content/dataset grape disease/Leaf Blight/aa11694d-d464-421b-a5d5-2835100ee413___FAM_L.Blight 4554.JPG,3,3,"[2.0807008893619638e-10, 1.1217028000887197e-10, 2.7496448585899447e-13, 1.0]"
/content/dataset grape disease/Leaf Blight/b42f7e3e-513e-4b66-a19a-91b1867932de___FAM_L.Blight 1361.JPG,3,3,"[1.4273844328727137e-09, 2.7932922641582536e-09, 2.409161481420341e-10, 1.0]"
/content/dataset grape disease/Healthy/18830d61-997d-438c-bd24-4dd427a45c4d___Mt.N.V_HL 6123_new30degFlipLR.JPG,0,0,"[1.0, 1.0018442061119032e-15, 4.572366858507544e-15, 3.918218180465338e-11]"
/content/dataset grape disease/Black Rot/7b68f373-bb42-4477-86f6-5c69768180bc___FAM_B.Rot 3538.JPG,1,1,"[1.1005054506574297e-10, 0.9999799728393555, 1.8625272787176073e-05, 1.392475610373367e-06]"
/content/dataset grape disease/Healthy/ca7cf312-1d36-4e41-b29f-b9879b7519f1___Mt.N.V_HL 9100_180deg.JPG,0,0,"[0.9999985694885254, 1.1279110090356426e-08, 3.1100697572838953e-09, 1.3987170177642838e-06]"
/content/dataset grape disease/Black Rot/00905d40-bddf-460e-b348-1dbb6a34653b___FAM_B.Rot 0664_flipLR.JPG,1,1,"[3.8972308019635804e-11, 0.9999850988388062, 3.934585492970655e-06, 1.0913031474046875e-05]"
/content/dataset grape disease/Black Rot/7e623a79-a7da-48b1-afeb-09e9962d2813___FAM_B.Rot 0365.JPG,1,1,"[1.0532051076598517e-15, 1.0, 8.24905743712634e-09, 1.00729657948051e-09]"
/content/dataset grape disease/Leaf Blight/6aee7b78-f557-4a97-bced-7f6e2c1ffae0___FAM_L.Blight 3650.JPG,3,3,"[1.6546220990565352e-11, 7.483968111898776e-09, 1.0023082624294188e-12, 1.0]"
/content/dataset grape disease/Leaf Blight/7324704d-d384-4940-910d-55bbcfe55941___FAM_L.Blight 4759_flipLR.JPG,3,3,"[1.5855198013878247e-12, 3.9035432872203124e-12, 8.874874441030731e-14, 1.0]"
/content/dataset grape disease/Black Rot/5c237a28-eeef-4cc6-a6c5-f9360022dd3e___FAM_B.Rot 5081_flipLR.JPG,1,1,"[6.605513913626737e-10, 0.9983409643173218, 0.0011477811494842172, 0.0005112763028591871]"
/content/dataset grape disease/Healthy/ca7cf312-1d36-4e41-b29f-b9879b7519f1___Mt.N.V_HL 9100_new30degFlipLR.JPG,0,0,"[0.9999996423721313, 3.6825474310567263e-13, 6.17543169378898e-12, 3.0550745577784255e-07]"
/content/dataset grape disease/Healthy/c60dbdbb-4ae6-4265-a587-de11c3c13e2d___Mt.N.V_HL 6136_90deg.JPG,0,0,"[0.9999985694885254, 1.267566517526575e-06, 2.4072566162658404e-10, 1.1105245079079396e-07]"
/content/dataset grape disease/Leaf Blight/4aaa189f-d5bc-408a-9c36-13aaed174f16___FAM_L.Blight 3686.JPG,3,3,"[3.797697445406811e-08, 1.2326074738666648e-06, 2.4168504975108362e-09, 0.9999988079071045]"
/content/dataset grape disease/Healthy/a523dc0c-8d71-4bd4-b1c5-13f1b594c882___Mt.N.V_HL 8922_270deg.JPG,0,0,"[0.9999998807907104, 1.4918263957497402e-08, 1.2080618727594583e-09, 6.605728231079411e-08]"
/content/dataset grape disease/ESCA/c6cd3552-c1c5-430b-a45c-7a6dfdacbac3___FAM_B.Msls 1736_flipLR.JPG,2,2,"[1.3138036665527597e-14, 9.623194637242705e-05, 0.9999004602432251, 3.29900876749889e-06]"
/content/dataset grape disease/Black Rot/e3b3c787-05ed-4ac5-8c03-8b68156d3ad8___FAM_B.Rot 3394_flipLR.JPG,1,1,"[4.292197175459478e-08, 0.9999679327011108, 3.163067958666943e-05, 4.018749848455627e-07]"
/content/dataset grape disease/Leaf Blight/d9e8233a-a4ef-4b39-877f-a817d895f2a9___FAM_L.Blight 1725_flipLR.JPG,3,3,"[1.4979940843318218e-08, 1.3471689319644042e-09, 6.870239932510458e-10, 1.0]"
/content/dataset grape disease/Healthy/b556f11d-115a-4bac-8120-05195ac42e1d___Mt.N.V_HL 9123_270deg.JPG,0,0,"[1.0, 4.2648245823784237e-08, 6.524758067172343e-09, 8.754052593928918e-09]"
/content/dataset grape disease/Black Rot/83d1fb3d-7b74-47b2-a075-2f750d8a049b___FAM_B.Rot 3127_flipLR.JPG,1,1,"[1.4440854510465401e-19, 0.9999817609786987, 1.8180997358285822e-05, 3.988983102165555e-11]"
/content/dataset grape disease/Black Rot/b9eaae15-de88-4dff-9c57-7cfc1cb9ee38___FAM_B.Rot 0619_flipLR.JPG,1,1,"[9.394162830950402e-18, 0.9949361085891724, 0.00506387185305357, 3.850252561221623e-09]"
/content/dataset grape disease/Black Rot/613cac81-8048-40f7-892f-bb2e496cd7ea___FAM_B.Rot 0620_flipLR.JPG,1,1,"[8.350978930593556e-08, 0.9998032450675964, 1.578381301214904e-07, 0.00019654151401482522]"
/content/dataset grape disease/ESCA/ff84cf23-26da-4bb3-ae1f-65a71f6bbfa9___FAM_B.Msls 4235_flipLR.JPG,2,2,"[2.306403765889309e-12, 5.439776487037307e-06, 0.9999945163726807, 3.0687758112435404e-08]"
/content/dataset grape disease/ESCA/166f355b-da44-426d-8660-6ed5cad6538d___FAM_B.Msls 0935_flipLR.JPG,2,2,"[9.706047839842173e-16, 9.889594139167457e-07, 0.999998927116394, 8.820822472443979e-08]"
/content/dataset grape disease/Black Rot/24705871-4907-40e3-ac1d-48b1bc1c180c___FAM_B.Rot 3207_flipLR.JPG,1,1,"[2.4760492525126125e-14, 0.9999521970748901, 4.7848727263044566e-05, 2.679317046005991e-10]"
/content/dataset grape disease/Black Rot/ce1af49f-0e30-4a80-b4a6-8f84495fd083___FAM_B.Rot 3609.JPG,1,1,"[3.6887599285633096e-16, 0.9999738931655884, 2.594564648461528e-05, 9.624694996546168e-08]"
/content/dataset grape disease/Healthy/02f95acb-5d92-4f2a-b7ec-3af8709ee7c9___Mt.N.V_HL 9078_new30degFlipLR.JPG,0,0,"[1.0, 3.521615236836556e-13, 2.6124703528945803e-12, 4.889465721191755e-09]"
/content/dataset grape disease/Black Rot/a6195b76-5823-430b-a07e-870a2f8ac6b2___FAM_B.Rot 5009_flipLR.JPG,1,1,"[8.540360640907352e-10, 0.9902578592300415, 0.009733853861689568, 8.275194886664394e-06]"
/content/dataset grape disease/Black Rot/1265c7db-f189-48ca-8a41-f894c763925a___FAM_B.Rot 0573.JPG,1,1,"[7.00503159168156e-14, 0.9999996423721313, 3.480735983885097e-07, 7.912392963049797e-10]"
/content/dataset grape disease/Healthy/8af21b75-7158-4286-acdf-ef35cf54fe26___Mt.N.V_HL 6116.JPG,0,0,"[0.9999455213546753, 5.3370618843473494e-05, 2.619002259507397e-07, 8.673677029946703e-07]"
/content/dataset grape disease/Black Rot/8af0e9e4-6f60-46ca-8e81-ecf6b8938e27___FAM_B.Rot 5031_flipLR.JPG,1,1,"[7.569295412679367e-09, 0.9999499320983887, 5.004555350751616e-05, 3.718865571045171e-08]"
/content/dataset grape disease/Leaf Blight/5cbd0712-c049-45a1-83ca-f4ff93f45e17___FAM_L.Blight 3683.JPG,3,3,"[2.0434836045524207e-09, 2.3216481181975723e-08, 9.103042625246971e-11, 1.0]"
/content/dataset grape disease/ESCA/d06da1d8-67c0-44d5-b34d-ee74a4602138___FAM_B.Msls 1868_flipLR.JPG,2,2,"[5.643120747619316e-19, 2.7426913220551796e-06, 0.9999972581863403, 7.03921599828905e-12]"
/content/dataset grape disease/Healthy/9858eca1-78cb-4c9c-9286-ff52a27d7c2f___Mt.N.V_HL 9037_new30degFlipLR.JPG,0,0,"[1.0, 3.7130354346714967e-11, 4.0159989223020887e-10, 4.103139872313477e-08]"
/content/dataset grape disease/Leaf Blight/c36c4484-e4bf-46ad-bdd3-b6075bc38719___FAM_L.Blight 1585.JPG,3,3,"[3.721897101627292e-08, 5.622856069642523e-10, 7.78469302908924e-13, 1.0]"
/content/dataset grape disease/Healthy/abe2906e-bb00-466f-bf7c-72ef59a5ea82___Mt.N.V_HL 9062_180deg.JPG,0,0,"[1.0, 1.8673467216956396e-09, 3.1107592196599754e-11, 1.7187586909273023e-09]"
/content/dataset grape disease/Black Rot/2541dbf5-a9ef-4822-9d47-409bf36d988f___FAM_B.Rot 0634.JPG,1,1,"[6.926485781128627e-18, 0.9999674558639526, 3.24942302540876e-05, 2.4848637036889443e-10]"
/content/dataset grape disease/Leaf Blight/9e1db5b1-9d02-4e74-8dd9-f03bad2bddcb___FAM_L.Blight 4773_flipLR.JPG,3,3,"[1.220028383874805e-10, 1.25275267590097e-12, 1.9756725422315213e-10, 1.0]"
/content/dataset grape disease/Healthy/b80580f7-8e3e-4a81-ae32-df854d6ae3a8___Mt.N.V_HL 8978_180deg.JPG,0,0,"[0.999997615814209, 1.1289350254628516e-07, 7.866030604652963e-10, 2.269043079650146e-06]"
/content/dataset grape disease/Black Rot/d87304a3-073d-4f06-838d-7ea029bbcffd___FAM_B.Rot 3589.JPG,1,1,"[4.4433303622486365e-17, 0.999972939491272, 2.708035390242003e-05, 1.895496537507313e-10]"
/content/dataset grape disease/ESCA/99fcdf23-f7da-463f-9e16-d2ee1c61bb37___FAM_B.Msls 1180.JPG,2,2,"[1.0177808173385572e-21, 3.491661820786973e-11, 1.0, 2.6369429914369774e-14]"
/content/dataset grape disease/ESCA/b7411218-8f11-487e-acea-9c75c35cffec___FAM_B.Msls 0901.JPG,2,2,"[6.508105582117548e-19, 2.584885692158423e-07, 0.9999997615814209, 2.33442090527905e-13]"
/content/dataset grape disease/ESCA/c3b5bc85-39b2-44dd-aa80-158a3c2cee61___FAM_B.Msls 1143.JPG,2,2,"[2.2118100189574635e-16, 1.722751221677754e-07, 0.9999998807907104, 3.0825914737464544e-11]"
/content/dataset grape disease/Leaf Blight/25786bf9-f555-4255-8f81-fbf8f7483945___FAM_L.Blight 4634_flipLR.JPG,3,3,"[6.357045445604115e-11, 4.232980882045573e-13, 5.189522856580142e-13, 1.0]"
/content/dataset grape disease/Leaf Blight/30e9a1c8-35be-4d02-8a19-661804b201cd___FAM_L.Blight 3665_flipLR.JPG,3,3,"[1.7279771363787333e-11, 1.4719581109545743e-10, 5.580090426185458e-13, 1.0]"
/content/dataset grape disease/Black Rot/a57f2b36-4d6d-4eb9-91b1-63a136b47c72___FAM_B.Rot 3157.JPG,1,1,"[3.994420896477613e-13, 0.9999927282333374, 7.238756097649457e-06, 2.5190303176714224e-08]"
/content/dataset grape disease/Black Rot/7a4d0c96-378b-42d6-bb9f-649f75207d6b___FAM_B.Rot 3070.JPG,1,1,"[1.6462262390159266e-21, 0.9999992847442627, 7.039100182737457e-07, 2.5801368420258486e-12]"
/content/dataset grape disease/Black Rot/1b49994b-904a-4f13-8c97-e72b68d9d6e4___FAM_B.Rot 3079_flipLR.JPG,1,1,"[4.729768243727506e-10, 0.9999986886978149, 1.2343435855655116e-06, 9.980097104289598e-08]"
/content/dataset grape disease/Leaf Blight/c90030c8-4b5c-4c23-aaf4-7b32ba25540e___FAM_L.Blight 4525.JPG,3,3,"[1.1696270973970968e-07, 1.399263593881983e-09, 6.737254087951783e-10, 0.9999998807907104]"
/content/dataset grape disease/Leaf Blight/d0c5c4a8-a327-483e-8f28-9433185063ff___FAM_L.Blight 4698_flipLR.JPG,3,3,"[1.11346511438154e-12, 1.2348194688982517e-10, 2.8852124682454683e-12, 1.0]"
/content/dataset grape disease/ESCA/dabf5fbf-aa53-4393-ae00-b6b4636ddd96___FAM_B.Msls 1203.JPG,2,2,"[4.1548512890568906e-18, 5.978920825100431e-08, 0.9999998807907104, 2.484136377503554e-12]"
/content/dataset grape disease/Leaf Blight/5e7f9bb4-3617-4506-8176-dd3bd3a866bf___FAM_L.Blight 1658.JPG,3,3,"[5.331925456708575e-10, 7.542403368532291e-10, 1.861519965951075e-11, 1.0]"
/content/dataset grape disease/Healthy/29586035-b412-4f9e-b3a8-f57b38810f02___Mt.N.V_HL 8921_270deg.JPG,0,0,"[1.0, 8.17212183340521e-12, 2.2420416624603298e-14, 1.9023879693769175e-12]"
/content/dataset grape disease/Healthy/603a6e76-4457-4ac2-a549-1560c7c1cf30___Mt.N.V_HL 9065_180deg.JPG,0,0,"[0.9999996423721313, 3.251992097830225e-07, 1.4373510381915366e-08, 6.524646778416354e-08]"
/content/dataset grape disease/Healthy/72cd93bf-63f6-476a-b3ae-43af2006c9f2___Mt.N.V_HL 6132_270deg.JPG,0,0,"[1.0, 4.435908707023373e-08, 3.2522258219813693e-09, 1.1160336654825187e-08]"
/content/dataset grape disease/Healthy/dd8269de-653e-42c1-a787-cb9f537e6d10___Mt.N.V_HL 6112.JPG,0,0,"[0.9999947547912598, 5.063675416749902e-06, 1.5525996843734902e-07, 8.069357448903247e-08]"
/content/dataset grape disease/Black Rot/d1036803-9ef8-4adc-9647-de361c04633c___FAM_B.Rot 5065.JPG,1,1,"[4.99439411268815e-13, 0.9998099207878113, 0.00018838676624000072, 1.6373369362554513e-06]"
/content/dataset grape disease/Black Rot/a53b51da-7502-44cb-bfe9-bff2207e01ac___FAM_B.Rot 0483_flipLR.JPG,1,1,"[3.376298763559477e-18, 1.0, 1.952575345853802e-08, 1.3398156716026843e-11]"
/content/dataset grape disease/Black Rot/4d8eb211-0ad4-4cac-be0a-56d5d0ad9d8e___FAM_B.Rot 3008_flipLR.JPG,1,1,"[7.813990607803615e-18, 0.9881777167320251, 0.011822259053587914, 1.1137663236127082e-08]"
/content/dataset grape disease/ESCA/51de3a69-16ef-4089-b347-7cc75447f050___FAM_B.Msls 1017.JPG,2,2,"[2.1268881500269724e-18, 1.748709621551825e-07, 0.9999998807907104, 4.892867185089626e-14]"
